Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
wiLL,@willfulchaos,2024-04-02T22:28:22.000Z,False,lady gaga explaining the plot of joker 2,12,592,4.4K,157K,[],[],[],https://pbs.twimg.com/profile_images/1642770002418757632/4ONrBc01_normal.jpg,https://twitter.com/willfulchaos/status/1775289198846619959,tweet_id:1775289198846619959
ALEX LMYNL OUT NOW,@zoomenlacara,2024-04-04T01:11:40.000Z,True,"At 24, Shakira created this worldwide hit that everybody remembers to this day.

Now, at that age (or even older), you are dragging her on the internet and no one will remember that 😘",0,8,72,1K,[],[],['\\U0001f618'],https://pbs.twimg.com/profile_images/1759263743853182976/IBhRErwG_normal.jpg,https://twitter.com/zoomenlacara/status/1775692681403892086,tweet_id:1775692681403892086
BBC News (World),@BBCWorld,2024-04-03T13:24:09.000Z,True,Boy's message in a bottle found in Denmark,28,25,117,109K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775514626840514857,tweet_id:1775514626840514857
Nicki Minaj,@NICKIMINAJ,2024-04-02T05:05:02.000Z,True,"💕 #GAGCITYDC was def one of them ones. All the right clothing, etc.",119,675,4K,208K,['#GAGCITYDC'],[],['\\U0001f495'],https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775026635076419715,tweet_id:1775026635076419715
billboard,@billboard,2024-04-03T00:39:04.000Z,True,Signed: Lewis Capaldi Connects With PPL; Lil Mosey Synchs Up With Cinq,2,4,43,24K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775322087109894308,tweet_id:1775322087109894308
e,@katysharleys,2024-04-03T00:56:50.000Z,False,this is actually insane.,2,166,1K,13K,[],[],[],https://pbs.twimg.com/profile_images/1757283554398961664/WFvnvqRG_normal.jpg,https://twitter.com/katysharleys/status/1775326559756259704,tweet_id:1775326559756259704
diana found heaven,@k1dkrowmp3,2024-04-03T13:56:38.000Z,False,🚨 | Conan Gray’s upcoming album “Found Heaven” is 36:42 minutes long. There are 13 tracks on the album including 5 earlier released songs.❗️The album comes out TOMORROW!,3,91,677,16K,[],[],"['\\U0001f6a8', '\\u2757\\ufe0f']",https://pbs.twimg.com/profile_images/1756050311649656832/WaeyeUXB_normal.jpg,https://twitter.com/k1dkrowmp3/status/1775522804718256256,tweet_id:1775522804718256256
billboard charts,@billboardcharts,2024-04-02T20:03:34.000Z,True,".@shakira makes history this week, thanks to her new album ‘Las Mujeres Ya No Lloran.’

The set debuts at No. 1 on the #TopLatinAlbums chart, becoming her seventh No. 1. She ties @jennirivera and @SelenaLaLeyenda for the most in history among women.

Details:…",37,321,1K,54K,['#TopLatinAlbums'],"['@shakira', '@jennirivera', '@SelenaLaLeyenda']",[],https://pbs.twimg.com/profile_images/1036984081320497152/6cE3gsrm_normal.jpg,https://twitter.com/billboardcharts/status/1775252757991112980,tweet_id:1775252757991112980
Katy Na Web,@katynaweb,2024-04-03T22:22:03.000Z,False,"O jornalista ‘MisterD’ sobre o grande retorno de Katy Perry:

“[...]. Seu novo álbum, está quase pronto e impressionou os especialistas do setor musical: “É principalmente um retorno à origem. As músicas são mais maduras, mas têm a assinatura única de Katy.”",1,8,79,1.4K,[],[],[],https://pbs.twimg.com/profile_images/1755041314226216960/VyHxhSeB_normal.jpg,https://twitter.com/katynaweb/status/1775649994537619729,tweet_id:1775649994537619729
Hey Santana #LMYNL,@HeySantanaYT,2024-04-02T20:24:07.000Z,False,Estoy mono 😍 que nadie me hable!@shakira #LasMujeresYaNoLloran #LMYNL ¡En mis manos al fin! 😭😍,2,16,190,2.6K,"['#LasMujeresYaNoLloran', '#LMYNL']",['@shakira'],"['\\U0001f60d', '\\U0001f62d', '\\U0001f60d']",https://pbs.twimg.com/profile_images/1742517355534561280/nDqdhnAq_normal.jpg,https://twitter.com/HeySantanaYT/status/1775257928267690055,tweet_id:1775257928267690055
billboard,@billboard,2024-04-03T15:48:03.000Z,True,What Does a Head of Sustainability In the Music Business Actually Do?,3,4,29,15K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775550843531530619,tweet_id:1775550843531530619
𝒦𝓇𝒾𝓈𝓉𝑒𝓃⸆⸉,@perfectlyfine89,2024-04-03T23:48:21.000Z,False,"Travis when he read  
“Happy belated Independence Day from your local neighborhood independent girlies 😎See you tonight Kansas Cityy”",23,289,6.4K,102K,[],[],['\\U0001f60e'],https://pbs.twimg.com/profile_images/1766608628553781249/YH3fGLsx_normal.jpg,https://twitter.com/perfectlyfine89/status/1775671714250178680,tweet_id:1775671714250178680
athena #1 little league stan,@go1ngoverdrive,2024-04-03T23:44:05.000Z,False,listen guys i fear we ate,7,0,28,506,[],[],[],https://pbs.twimg.com/profile_images/1775339453625593856/szhO0Fx4_normal.jpg,https://twitter.com/go1ngoverdrive/status/1775670639627514201,tweet_id:1775670639627514201
billboard,@billboard,2024-04-03T16:26:44.000Z,True,Rebel Wilson Believes Adele ‘Hates’ Her Because of ‘Fat Amy’ Comparisons: ‘People Would Confuse Us’,6,3,46,17K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775560578183926235,tweet_id:1775560578183926235
BBC News (World),@BBCWorld,2024-04-02T11:37:50.000Z,True,Solar eclipse path: A guide on where and how to watch it in North America,33,23,95,115K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775125486739288080,tweet_id:1775125486739288080
billboard,@billboard,2024-04-02T19:27:11.000Z,True,"John Sinclair, Former MC5 Manager and Activist, Dies at 82",3,8,27,16K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775243600307089600,tweet_id:1775243600307089600
Nicki Minaj,@NICKIMINAJ,2024-04-02T07:32:23.000Z,True,"Told you so, Barbz. Love you",121,623,4.5K,245K,[],[],[],https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775063716414754856,tweet_id:1775063716414754856
BBC News (World),@BBCWorld,2024-04-02T08:27:46.000Z,True,"Finland shooting: Child, 13, wounds three in Vantaa school shooting",59,74,139,116K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775077653709467688,tweet_id:1775077653709467688
billboard,@billboard,2024-04-02T23:36:46.000Z,True,"Jordan Davis, Morgan Wallen & Big Loud Publishing Lead 2024 AIMP Nashville Country Awards Honorees",3,7,33,19K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775306410428879015,tweet_id:1775306410428879015
Andrew Tate,@Cobratate,2024-04-02T14:30:35.000Z,True,"I may be a tall, sexy, genius-level IQ, humble, BILLIONAIRE.

But that doesn't mean I am one of those elitist snobs, I sometimes wash one of my 63 supercars myself.

Top G.

The G stands for Man of the People.",562,350,4.9K,425K,[],[],[],https://pbs.twimg.com/profile_images/1728837013023895552/nCHrdjlh_normal.jpg,https://twitter.com/Cobratate/status/1775168958678679711,tweet_id:1775168958678679711
Cee,@xx__CeeCee,2024-04-03T01:07:06.000Z,False,#GagCityDC 💖🤍 @NICKIMINAJ love you long time!,15,151,1.3K,49K,['#GagCityDC'],['@NICKIMINAJ'],"['\\U0001f496', '\\U0001f90d']",https://pbs.twimg.com/profile_images/1702110958439596032/Ll17ZBIm_normal.jpg,https://twitter.com/xx__CeeCee/status/1775329144689049687,tweet_id:1775329144689049687
BBC News (World),@BBCWorld,2024-04-02T09:45:12.000Z,True,Simon Coveney stepping down from Irish Cabinet,37,29,44,102K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775097139409965528,tweet_id:1775097139409965528
billboard,@billboard,2024-04-04T00:45:09.000Z,True,"Bizarrap’s Best Music Sessions, Ranked: Critics’ Picks",5,7,43,16K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775686008459120795,tweet_id:1775686008459120795
billboard,@billboard,2024-04-02T12:00:30.000Z,True,"A History of Disses at No. 1 on the Billboard Hot 100, From ‘You’re So Vain’ to ‘Like That’",3,10,72,29K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775131190229438967,tweet_id:1775131190229438967
billboard,@billboard,2024-04-02T17:42:11.000Z,True,"Lil Yachty, Who Worked at McDonald’s As a Teen, Stars in a New Ad for the Golden Arches",4,7,52,19K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775217175323619441,tweet_id:1775217175323619441
BBC News (World),@BBCWorld,2024-04-02T15:52:16.000Z,True,Arthur Wharton: Preston North End honours trailblazing black footballer,48,24,97,108K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775189514392125514,tweet_id:1775189514392125514
Cardi B,@iamcardib,2024-04-03T18:37:04.000Z,True,"It’s crazy because when I became famous people said I’m ghetto, talked shit about my accent, call me dumb because the way I speak, say I got no couth, talk about my teeth , my braids, my two buns… and to this day no matter what I accomplished I still get called a stripper all…",1.1K,3.9K,31K,7.9M,[],[],[],https://pbs.twimg.com/profile_images/1767309806073704448/biHbGkLx_normal.jpg,https://twitter.com/iamcardib/status/1775593375476937168,tweet_id:1775593375476937168
billboard,@billboard,2024-04-02T22:45:06.000Z,True,"Musicians Vote to Ratify New Contract With Film Studios, Including Streaming Residuals",0,3,25,18K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775293410145947707,tweet_id:1775293410145947707
Shawn Mendes Brasil,@ShawnMendesBRA,2024-04-03T12:39:59.000Z,True,"O filme “Lilo Lilo Crocodilo”, dublado por Shawn Mendes, chegará na @PrimeVideoBR dia 30 de abril! #LyleLyleCrocodile",3,73,504,9.9K,['#LyleLyleCrocodile'],['@PrimeVideoBR'],[],https://pbs.twimg.com/profile_images/1755728208085897216/U_TfJrdM_normal.jpg,https://twitter.com/ShawnMendesBRA/status/1775503512010379707,tweet_id:1775503512010379707
DutchessGoodPumDes,@dessmaraj,2024-04-02T22:33:28.000Z,False,They got us before we even got in😭🩷 #GagCityBaltimore @kash_leeda @lifeewithsav,29,241,1.9K,74K,['#GagCityBaltimore'],"['@kash_leeda', '@lifeewithsav']","['\\U0001f62d', '\\U0001fa77']",https://pbs.twimg.com/profile_images/1753909221366599681/ChpYfH2v_normal.jpg,https://twitter.com/dessmaraj/status/1775290482488201684,tweet_id:1775290482488201684
PFF,@PFF,2024-04-03T15:12:55.000Z,True,The Houston Texans have a Top __ offense,439,1.4K,11K,829K,[],[],[],https://pbs.twimg.com/profile_images/1680210026026131456/qbKpupVc_normal.jpg,https://twitter.com/PFF/status/1775542001510809827,tweet_id:1775542001510809827
rae.jpeg,@raejpeg,2024-04-03T08:56:38.000Z,False,belt on Nike tech is CRAZY,443,10K,111K,6.2M,[],[],[],https://pbs.twimg.com/profile_images/1743772887222206464/IDUtE993_normal.jpg,https://twitter.com/raejpeg/status/1775447305459540045,tweet_id:1775447305459540045
billboard,@billboard,2024-04-03T19:41:07.000Z,True,"Beyoncé’s ‘Cowboy Carter’ Legendary Inspirations & New Collaborators All Up in Streams: Linda Martell, Dolly Parton, Brittney Spencer & More",5,28,164,18K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775609493021143297,tweet_id:1775609493021143297
meg ✪ FOUND HEAVEN!,@onlineluvrrs,2024-04-04T00:06:26.000Z,False,TOMORROW FOUND HEAVEN RELEASES!!! flashback to the beginning of this current era... where were you when this dropped? cause lives were changed that day,4,14,82,1.9K,[],[],[],https://pbs.twimg.com/profile_images/1761880427319427073/x-93brgw_normal.jpg,https://twitter.com/onlineluvrrs/status/1775676266135293992,tweet_id:1775676266135293992
dij,@DijahSB,2024-04-03T20:14:47.000Z,False,ice spice was hanging with cardi and taking pictures?,93,1.6K,9.7K,521K,[],[],[],https://pbs.twimg.com/profile_images/1771101986621894656/PsZGv13g_normal.jpg,https://twitter.com/DijahSB/status/1775617969344684246,tweet_id:1775617969344684246
billboard,@billboard,2024-04-02T17:50:05.000Z,True,.@StevenVictor on Changing ‘How the Modern Athlete Looks Tomorrow’ With His Expansion Into Sports Management,2,4,20,14K,[],['@StevenVictor'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775219163843248402,tweet_id:1775219163843248402
literally just a ghoulmom,@TheGhoulestMom,2024-04-03T12:23:00.000Z,False,This is insufferable. Literally keep it to yourself. I legit could never go out to eat or be around someone like this. I don’t care about your disordered relationship with food. Shut up.,356,4.2K,78K,6.3M,[],[],[],https://pbs.twimg.com/profile_images/1640464815419432960/ydWVXn3Y_normal.jpg,https://twitter.com/TheGhoulestMom/status/1775499240653152634,tweet_id:1775499240653152634
billboard,@billboard,2024-04-02T20:15:05.000Z,True,How to Watch Women’s March Madness 2024 Final Four Games Online Without Cable,1,7,45,20K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775255653726015937,tweet_id:1775255653726015937
,@autumnasasadboy,2024-04-03T14:37:35.000Z,False,why her tik tok kinda viral?,7,10,241,5.3K,[],[],[],https://pbs.twimg.com/profile_images/1753266581482680320/rv7l2uF1_normal.jpg,https://twitter.com/autumnasasadboy/status/1775533108969779262,tweet_id:1775533108969779262
billboard,@billboard,2024-04-02T23:07:30.000Z,True,Here Are the 6 Best Earplugs to Help Protect Your Hearing at Concerts,1,7,42,23K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775299045558309159,tweet_id:1775299045558309159
Scott MacFarlane,@MacFarlaneNews,2024-04-03T20:53:07.000Z,True,"ALERT:  New York judge Juan Merchan denies Trump claim of presidential immunity in NY criminal case. 

Judge says, among other things, Trump “had myriad opportunities to raise the claim of presidential immunity well before March 7”",65,795,4K,85K,[],[],[],https://pbs.twimg.com/profile_images/1546136612295303168/stWlDw4T_normal.jpg,https://twitter.com/MacFarlaneNews/status/1775627614301958426,tweet_id:1775627614301958426
billboard,@billboard,2024-04-02T19:37:02.000Z,True,YG Entertainment Names Yang Min-seok Sole CEO,0,8,90,31K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775246079396577597,tweet_id:1775246079396577597
Feldy,@Feldmoon,2024-04-03T07:15:25.000Z,True,Yo @UberEats @Uber_Support I’ve never seen worse customer service in my life.,2.2K,4.6K,112K,11M,[],"['@UberEats', '@Uber_Support']",[],https://pbs.twimg.com/profile_images/1757862624241606656/qrpOPNYM_normal.jpg,https://twitter.com/Feldmoon/status/1775421833673875834,tweet_id:1775421833673875834
billboard,@billboard,2024-04-03T01:14:24.000Z,True,"Jean-Paul Vignon, Stylish French Vocalist & Actor, Dies at 89",4,7,46,21K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775330982691762353,tweet_id:1775330982691762353
ًnash found heaven ✪,@liquorcupss,2024-04-02T19:29:01.000Z,False,and if i say his whole discography,4,58,409,8.8K,[],[],[],https://pbs.twimg.com/profile_images/1774314329665343488/DYL4Lh05_normal.jpg,https://twitter.com/liquorcupss/status/1775244060271206814,tweet_id:1775244060271206814
billboard,@billboard,2024-04-02T19:57:36.000Z,True,.@shakira's ‘Las Mujeres Ya No Lloran’ Storms In at No. 1 on Top Latin Albums and Latin Pop Albums,15,183,817,31K,[],['@shakira'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775251256845455810,tweet_id:1775251256845455810
International Space Station,@Space_Station,2024-04-02T18:50:00.000Z,True,"Three station crew members, including @NASA astronaut Loral O'Hara, are scheduled to begin their return to Earth on Friday, April 5. NASA TV will provide live coverage of their departure and landing.",27,109,614,89K,[],['@NASA'],[],https://pbs.twimg.com/profile_images/1189945624583720960/k6MtoeIt_normal.jpg,https://twitter.com/Space_Station/status/1775234242009862469,tweet_id:1775234242009862469
SabrinaUpdates,@charts_sabrina,2024-04-03T22:20:24.000Z,True,this is the most popstar someone has pop starred in recent years 😭,15,1.2K,15K,270K,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1719788360733212672/IDoL_g3K_normal.jpg,https://twitter.com/charts_sabrina/status/1775649579654173001,tweet_id:1775649579654173001
billboard,@billboard,2024-04-02T22:26:03.000Z,True,Kanye West Sued by Ex-Donda Academy Staffer Who Says Rapper Threatened to Lock Students in Cages,5,9,55,24K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775288612277420376,tweet_id:1775288612277420376
BBC News (World),@BBCWorld,2024-04-03T13:48:52.000Z,True,Watch: Taiwan earthquake shakes man in rooftop pool,50,66,173,126K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775520846615871951,tweet_id:1775520846615871951
billboard,@billboard,2024-04-02T08:00:14.000Z,True,Sabrina Carpenter Channels the ’90s for SKIMS’ Sultry Underwear Campaign,10,15,145,46K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775070725805621259,tweet_id:1775070725805621259
AsiaKARA,@MysticSTARs33D,2024-04-03T07:43:31.000Z,False,17 SOLD OUT SHOWS 🎀🦄 come thru  #GagCityBaltimore #PinkFriday2Tour #PinkFriday2 #NickiMinaj NICKI ITS YO WORLD 🌎 AINT IT 💘🦄,13,106,878,39K,"['#GagCityBaltimore', '#PinkFriday2Tour', '#PinkFriday2', '#NickiMinaj']",[],"['\\U0001f380', '\\U0001f984', '\\U0001f30e', '\\U0001f498', '\\U0001f984']",https://pbs.twimg.com/profile_images/1156622686543630340/VS-sG4Tu_normal.jpg,https://twitter.com/MysticSTARs33D/status/1775428903714115736,tweet_id:1775428903714115736
BBC Breaking News,@BBCBreaking,2024-04-02T14:11:58.000Z,True,"Three of the seven aid workers killed in Israeli strike in Gaza were British, charity World Central Kitchen confirmshttps://bbc.in/3vxW0jd",276,432,910,566K,[],[],[],https://pbs.twimg.com/profile_images/1150716997254209536/M7gkjsv5_normal.jpg,https://twitter.com/BBCBreaking/status/1775164275268432265,tweet_id:1775164275268432265
billboard,@billboard,2024-04-03T16:55:09.000Z,True,Travis Kelce Shares What He’s Learned From Taylor Swift About Music: ‘It’s Very Eye-Opening’,5,11,69,18K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775567729149231388,tweet_id:1775567729149231388
Nicki Minaj,@NICKIMINAJ,2024-04-02T05:00:22.000Z,True,I kinda agree 🫠😩🙏🏽🛸🌃,91,556,4.1K,208K,[],[],"['\\U0001fae0', '\\U0001f629', '\\U0001f64f\\U0001f3fd', '\\U0001f6f8', '\\U0001f303']",https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775025457534042560,tweet_id:1775025457534042560
billboard,@billboard,2024-04-03T06:00:08.000Z,True,MGK Shares the Lengthy Process of Getting a Blackout Tattoo,4,4,53,33K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775402888598102060,tweet_id:1775402888598102060
BBC News (World),@BBCWorld,2024-04-02T03:18:05.000Z,True,Thousands brave rain for White House Easter egg roll,70,26,181,142K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1774999716859613407,tweet_id:1774999716859613407
billboard,@billboard,2024-04-03T16:43:04.000Z,True,Spotify Plans More Price Increases in 2024: Report,1,6,29,17K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775564689189003511,tweet_id:1775564689189003511
billboard,@billboard,2024-04-02T18:00:30.000Z,True,"Casey Wasserman on Music, Sports & the ‘False Theory’ of Stars Who Can Do Both",0,1,24,14K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775221785878737101,tweet_id:1775221785878737101
meg ✪ FOUND HEAVEN!,@onlineluvrrs,2024-04-03T22:40:59.000Z,False,i'm so not ready for miss you oh my god. it's about him reflecting on the people he liked before in the past which only made him realize that he missed the way these past crushes treated him than the ex he was currently dating at the time?!?!?,3,5,65,1K,[],[],[],https://pbs.twimg.com/profile_images/1761880427319427073/x-93brgw_normal.jpg,https://twitter.com/onlineluvrrs/status/1775654759594143787,tweet_id:1775654759594143787
BBC News (World),@BBCWorld,2024-04-03T16:01:40.000Z,True,Nosiviwe Mapisa-Nqakula: South Africa parliament speaker resigns over corruption probe,41,20,81,91K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775554266733691128,tweet_id:1775554266733691128
billboard,@billboard,2024-04-02T17:37:04.000Z,True,These Are the Sports Anthems of the Future,2,3,43,18K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775215890478375265,tweet_id:1775215890478375265
Pop Base,@PopBase,2024-04-02T16:02:35.000Z,True,The first trailer for ‘Joker 2’ starring Joaquin Phoenix and Lady Gaga will be released on April 9th.,153,816,7.2K,270K,[],[],[],https://pbs.twimg.com/profile_images/1268086791443230737/BRGz4AiW_normal.jpg,https://twitter.com/PopBase/status/1775192112696578177,tweet_id:1775192112696578177
kiri found heaven ✪,@kidkrowvinyls,2024-04-03T17:47:57.000Z,False,THE DESCRIPTION FOR ALLEY ROSE,0,19,155,2.2K,[],[],[],https://pbs.twimg.com/profile_images/1775679091292909568/rAw6aREF_normal.jpg,https://twitter.com/kidkrowvinyls/status/1775581013827297783,tweet_id:1775581013827297783
billboard,@billboard,2024-04-02T15:34:05.000Z,True,"Pharrell Faces Neptunes Dispute, Lucian Grainge Blasts Diddy Claims & More Top Music Law News",4,4,45,17K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775184937567523103,tweet_id:1775184937567523103
Pop Crave,@PopCrave,2024-04-03T01:36:49.000Z,True,"‘Joker: Folie à Deux’ starring Joaquin Phoenix & Lady Gaga is rated R for:

• some strong violence
• language throughout
• some sexuality
• brief full nudity",95,697,7K,305K,[],[],[],https://pbs.twimg.com/profile_images/1394266006395228162/qIjjvzl7_normal.jpg,https://twitter.com/PopCrave/status/1775336620943650950,tweet_id:1775336620943650950
Nature is Amazing,@AMAZlNGNATURE,2024-04-03T18:34:54.000Z,True,Rabbit emerges from the ocean. I have now seen everything I need to see in life.,560,2.3K,26K,5.6M,[],[],[],https://pbs.twimg.com/profile_images/992795937574604802/FMGk7GZN_normal.jpg,https://twitter.com/AMAZlNGNATURE/status/1775592832645890070,tweet_id:1775592832645890070
Nicki Minaj,@NICKIMINAJ,2024-04-02T07:26:32.000Z,True,Boof+Barbz= PERFECTION 💪🏽,91,974,8.2K,299K,[],[],['\\U0001f4aa\\U0001f3fd'],https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775062241215181045,tweet_id:1775062241215181045
xugarboo,@xugarboo,2024-04-02T20:35:25.000Z,False,Eu fico chocado com a Katy Perry sendo tão carismática e legal com as outras artistas da indústria... Ela é tão querida e meiga né?,7,28,233,5.1K,[],[],[],https://pbs.twimg.com/profile_images/1773542995570135040/a4q4Pzg6_normal.jpg,https://twitter.com/xugarboo/status/1775260773071430110,tweet_id:1775260773071430110
billboard,@billboard,2024-04-02T22:35:05.000Z,True,The Red Clay Strays Set European Concert Dates,3,4,28,19K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775290886194151935,tweet_id:1775290886194151935
AB,@AB84,2024-04-03T15:33:37.000Z,True,#CTESPN had it first 📈🎬Most trusted source in all of sports,263,3K,34K,1.9M,['#CTESPN'],[],"['\\U0001f4c8', '\\U0001f3ac']",https://pbs.twimg.com/profile_images/1614316191710941184/hCnfXpOW_normal.jpg,https://twitter.com/AB84/status/1775547209750057111,tweet_id:1775547209750057111
billboard,@billboard,2024-04-03T14:10:03.000Z,True,Travis Kelce Says So Far This Year He’s the ‘Happiest I’ve Ever Been’,4,15,112,29K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775526177781752237,tweet_id:1775526177781752237
DogeDesigner,@cb_doge,2024-04-02T05:04:01.000Z,True,"""If civilization doesn't grow, nothing else matters.""",221,244,1.3K,76K,[],[],[],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://twitter.com/cb_doge/status/1775026378053697649,tweet_id:1775026378053697649
DiscussingFilm,@DiscussingFilm,2024-04-03T16:42:11.000Z,True,Drew Goddard is set to write & direct a new ‘MATRIX’ movie.,780,2K,7.5K,1.1M,[],[],[],https://pbs.twimg.com/profile_images/1706429397467549696/hmvwfChQ_normal.jpg,https://twitter.com/DiscussingFilm/status/1775564464667967513,tweet_id:1775564464667967513
leah ✪ found heaven,@twoworldsaparrt,2024-04-03T21:50:58.000Z,False,AHHHHH BOURGEOUSIESES IS AFFLUENZA PT2 CONFIRMED,2,10,78,1.7K,[],[],[],https://pbs.twimg.com/profile_images/1747383235649097728/5s-jWoxz_normal.jpg,https://twitter.com/twoworldsaparrt/status/1775642171992912382,tweet_id:1775642171992912382
billboard,@billboard,2024-04-02T13:00:26.000Z,True,Frank Ocean’s ‘Lost’ Hits 1 Billion Spotify Streams,0,23,114,33K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775146270308344274,tweet_id:1775146270308344274
billboard,@billboard,2024-04-03T18:44:03.000Z,True,The Unlikely Rise of Nebulossa: From Running a Beauty Clinic to Representing Spain at Eurovision,3,7,38,19K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775595132110151786,tweet_id:1775595132110151786
Tracklist,@tracklist,2024-04-02T16:33:40.000Z,True,"“Harleys In Hawaii”, de Katy Perry, ultrapassou a marca de 500 MILHÕES de streams no Spotify. 🌺",56,349,2.5K,68K,[],[],['\\U0001f33a'],https://pbs.twimg.com/profile_images/1420418040584355845/oMNy0xZA_normal.jpg,https://twitter.com/tracklist/status/1775199931986292827,tweet_id:1775199931986292827
