Content,label
"""Joker: Folie à Deux"" Official Website.🔗https://joker.movie",1
Dolce doll 🩷,1
#GagCityBaltimore,1
Katy Perry exalando beleza durante as gravações do American Idol no Hawaii.,1
Olivia via Instagram stories!,1
"""Katy Perry esquecida""

.@katyperry's ""Harleys In Hawaii"" has now surpassed 500 million streams on Spotify.

.@katyperry's ""Never Really Over"" is now certified Diamond in Brazil.

Gente? Que fracassada, 2 músicas solo do último álbum sendo diamante e +500M de streams do Spotify",2
Katy Perry x American Idol! 🤎✨,2
joker 2 trailer is really coming to break the internet. we’re talking hundreds of millions of views across all platforms. a global EVENT.,2
"#Shakira is set to appear on ‘Hot Ones’ tomorrow, April 4! ❤️‍🔥",2
"Started stan twitter, started the concept of ""eras"", started the whole ""mother and fanbase"" relationship like im so serious",1
"LaVar Ball blames the NBA training staffs and Puma's 'raggedy' shoes for his sons' injuries 

“The reason they hurt is because they got away from me. And they start doing these rooty-toot workouts. Because if you keep running them hills, you're going to keep that power and that…",0
"Former Observer & HuffPost journalist claims Katy Perry’s career decline was planned by “some people,” similar to how Christina Aguilera’s career was sabotaged.

They then alleged writers “trashed” Katy to generate clicks, more money. Last year, former Pitchfork writers alleged…",0
lady gaga photographed by steven klein.,1
"BREAKING:

The SEC requested public comment on major Ethereum Spot ETFs",1
"#BTC 

Bitcoin is holding that Weekly Range Low (~65600) as support for now$BTC #Crypto #Bitcoin",1
What other payment options do you think should be added to the tip jar?,1
Doge,1
harry potter said WHAT?!? 😭,0
i’m glad gaga is keeping her OG voice nobody wants to hear that squeaky ass over-exaggerated voice,1
"We’re 5 days away from the eclipse!!! Check out my eclipse guide (linked in bio) for some tips on how to see it. 

Remember- the difference between 99% & 100% is one that will literally change your life. 

The eclipse I saw in 2017 ignited a passion to pursue astrophotography.",2
"Fans from selected countries can now watch Shakira's videos on Spotify! 

go and stream!",2
"Why are cities dominated by highways and cars?

It's partly because of one of the most influential people you've never heard of: Norman Bel Geddes.

In 1939 he created ""Futurama"", a huge exhibition that tried to predict the future — and ended up changing the world...",1
BREAKING: Coinbase is working with Lightspark to integrate the #Bitcoin Lightning Network for all its customers ⚡️,2
"From these 4 accounts alone, nearly 31 million views in 24 hours.",1
"FINALLY RESTOCKED:
Lady Gaga - The Fame Monster picture disc.
Will be included in our Friday drop as well!",1
"RUMOR: Aparentemente houve uma listening sessions de algumas músicas do KP6 e um jornalista que estava presente comentou sobre o novo álbum de Katy Perry. 

""Katy está prestes a realizar o maior retorno musical desde Mariah Carey com 'The Emancipation of Mimi'. Seu novo álbum,…",1
"BREAKING: The guy that rammed his car into the FBI Field Office in Atlanta the other day has social media accounts associated with Q Anon, anti-vaxx stuff, election denialism, Sidney Powell, and donald trump.

SUPER SHOCKED

Source: @MSNBC",0
"A Warner Bros. divulgou todas as  fotos de ""Joker: Folie à Deux"" que sairam sem cortes. #Joker2 🎬🃏",1
"Spotify | Top Songs (04/02) [Streams]

Hips Don't Lie — 1,138,286
TQG — 1,038,174
Puntería — 961,461
(Entre Paréntesis) — 846,840
Cohete — 603,393
Bzrp Music Sessions, Vol. 53 — 570,837
Whenever, Wherever — 479,768
Chantaje — 422,502
La Tortura — 408,059
Dia de Enero — 403,425",1
"México
Puerto rico 
República Dominicana 
Costa Rica 
Panamá (El lugar podría dejarlos por fuera) 
Colombia 
Brasil
Ecuador 
Perú 
Bolivia 
Chile 
Argentina 
Paraguay 
Uruguay 💎💎💎💎💎💎",1
What if I tell you that there's more adult content on Threadz & Instagram than on OnlyFans. 👀,1
"Keityn, Feid, Carlos Vives and Yng Lvcas Talk Major Wins at 2024 Latin ASCAP Awards",1
Ferrari SF90 🌴,1
Anya Taylor-Joy confirms she secretly got married to Malcolm McRae in 2022,1
Thank you baby 💋,2
Tonight’s tank top says ‘w⭐️men’ at #GUTSWorldTourBoston!,1
𝕏 = Up🟢Facebook = Down 🔴Instagram = Down 🔴WhatsApp = Down 🔴,0
we all remember where we were,1
"JUST IN: 🇺🇸 BlackRock and Fidelity now own a combined 399,741 #BTC worth $26.2 billion for their spot #Bitcoin ETFs.",1
"🇺🇸 | Shakira is the female artist with the MOST songs currently on the US iTunes Top 100 Latin Songs, totaling 8 songs.",2
"#Shakira's amazing 12th studio album 'Las Mujeres Ya No Lloran' scores the 3rd Highest New Entry on the United World Album chart, landing at #6! 💪🥉🔝🆕💥6⃣🌎📈👑❤️‍🔥'Las Mujeres Ya No Lloran' featuring #CardiB, #RauwAlejandro, #ManuelTurizo, #GrupoFrontera, #Ozuna, #KarolG &…",2
"NEWS: Tesla overtook Mercedes as the second-largest seller of imported vehicles in Korea last month.

It marked the first time for Tesla to beat Mercedes-Benz in Korea in terms of sales.",2
The Ultimate Guide to Festivals Celebrating Latin Music in 2024,1
LADY GAGA IS A FUCKING MOVIE STAR,0
Te haré salir volando como un cohete! 🚀💥 I’ll make you fly like a rocket! #LMYNL → http://lnkfi.re/LMYNL,2
hawl awn… is that—,1
"You’re invited! See you in Rogueport on May 23 in #PaperMarioTheThousandYearDoor, coming to #NintendoSwitch!",2
Alien mothers,0
